ArraySize,1000,5000,10000,50000,100000,500000,1000000,4000000,8000000,
NonSimdMul,  416.67,  438.60,  431.03,  476.19,  387.30,  477.92,  487.80,  446.66,  469.35,
SimdMul, 2000.00, 1612.90, 1515.15, 1623.38, 1650.17, 1418.04, 1448.86, 1363.88, 1406.07,
NonSimdMulSum,  454.55,  434.78,  478.47,  487.80,  476.64,  475.60,  472.61,  493.11,  475.96,
SimdMulSum, 1111.11, 1111.11, 1250.00, 1253.13, 1225.49, 1251.56, 1239.31, 1215.03, 1225.42,
