ArraySize,1000,5000,10000,50000,100000,500000,1000000,4000000,8000000,
NonSimdMul,  357.14,  420.17,  456.62,  475.29,  464.47,  453.02,  468.03,  473.88,  466.99,
SimdMul, 2000.00, 2173.91, 2000.00, 2000.00, 2267.57, 2316.96, 2215.82, 1988.17, 1939.16,
NonSimdMulSum,  454.55,  446.43,  432.90,  476.64,  487.57,  489.72,  495.88,  465.84,  492.67,
SimdMulSum, 2500.00, 2083.33, 2127.66, 2092.05, 2293.58, 2421.31, 2261.42, 2257.46, 2360.86,
