1.66667,11.1111,33.3333,32.1543,25.0125,24.5218,25.6542,25.0932,26.0685,
0.909092,8.33335,43.4783,70.4225,52.1921,48.7329,50.4592,50.0185,50.5556,
0.833333,8.33333,55.5556,133.333,111.359,102.669,101.061,98.8513,95.9702,
0.666666,6.25,55.5556,175.439,175.439,171.527,157.332,159.816,160.105,
