
,WSLBlocksize,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,
16,9.08,215.13,237.70,721.13,410.42,627.64,927.54,1215.97,1470.34,1644.73,1687.90,
32,113.88,226.15,448.34,808.85,336.40,104.09,1064.45,1757.94,2642.15,2078.26,2577.32,
64,111.69,222.22,444.44,835.24,173.27,816.26,617.24,2178.72,2461.17,3857.78,4318.68,
128,114.08,134.17,432.43,815.29,442.91,665.37,1402.26,2016.24,2934.62,3876.04,3638.46,

,WSL
Blocksize,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,
16,113.68,222.22,363.12,666.67,349.85,159.84,865.96,905.49,1124.43,1520.98,1698.53,
32,109.40,222.22,445.22,788.91,442.72,330.16,1182.45,926.49,2203.34,2652.63,2644.71,
64,41.69,52.63,363.64,803.77,450.31,819.20,1337.25,1132.12,1945.38,3680.56,3366.34,
128,103.56,223.00,41.27,796.27,185.61,343.85,1365.33,2046.47,1789.82,3852.79,4308.46,

WSL,Numtrials
Blocksize,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,
16,124.51,26.89,374.82,94.99,427.74,261.79,872.42,1051.74,1484.86,1446.84,1688.16,
32,8.53,22.47,43.48,785.28,437.79,787.09,1168.95,1814.80,2363.19,2704.97,3032.95,
64,111.11,213.69,444.44,800.00,183.55,805.03,1359.44,1153.32,2984.88,3960.84,4319.82,
128,111.11,24.39,442.14,878.22,470.80,821.50,1455.06,2258.62,2841.98,3910.26,4356.58,

WSL,Numtrials
Blocksize,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,
8,125.00,200.63,332.04,506.43,161.26,287.84,663.86,608.89,800.16,896.18,821.00,
16,101.27,22.73,400.00,665.80,165.37,677.02,1013.11,1265.56,1435.93,1648.04,1702.54,
32,105.09,209.49,400.00,731.43,379.96,582.65,1300.73,1943.07,2453.06,2837.30,2756.39,
64,76.92,219.18,441.38,74.77,515.87,590.20,1509.21,2279.35,3209.40,2871.87,3633.22,
128,109.97,168.87,442.91,802.51,506.93,895.50,1474.97,1898.93,1808.19,4005.38,2095.27,

WSL,Numtrials
Blocksize,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,
8,100.00,194.23,320.40,507.94,379.82,527.56,657.68,598.00,866.10,911.72,915.37,
16,111.50,211.57,400.00,633.66,437.98,695.18,961.28,1270.67,1497.76,1644.81,1575.27,
32,110.73,197.84,444.44,727.27,516.13,833.88,659.48,1888.43,2426.90,2661.04,3057.00,
64,98.31,202.53,423.14,75.53,153.68,972.00,1038.28,2259.24,3360.82,3023.99,3745.56,
128,11.03,200.00,383.23,781.68,488.08,885.43,1560.98,2302.42,1942.84,2552.82,3734.24,

,WSL,Numtrials
Blocksize,,,2048,,4096,,8192,,16384,,32768,,65536,,131072,,262144,,524288,,1048576,,2097152,
,8,11.38,16.19,315.66,500.00,362.22,504.43,655.05,791.19,852.31,800.14,879.89,
,16,109.03,207.79,395.06,657.25,408.46,319.75,978.27,1284.21,1458.69,1369.61,1720.96,
,32,100.63,221.45,444.44,727.27,167.32,811.41,1303.63,1801.63,2424.03,2678.88,2927.41,
,64,57.25,219.93,39.20,851.91,536.41,862.68,1508.66,1223.05,3194.38,3917.27,3831.62,
,128,111.50,222.22,43.96,785.28,150.28,946.40,1076.48,1282.40,3227.74,2732.49,4518.79,

,WSL,Numtrials
Blocksize,,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,
,8,101.91,182.60,323.64,503.94,383.66,511.62,646.87,745.34,747.75,912.27,889.77,
,16,105.61,209.84,233.79,633.66,437.61,453.90,986.27,1275.62,1510.46,1646.05,1690.64,
,32,111.30,222.22,431.70,722.14,484.62,800.63,1257.21,1839.25,2430.86,2174.82,3050.60,
,64,110.92,216.58,444.44,800.00,483.47,768.77,1473.91,2377.25,3101.86,4035.47,4556.17,
,128,103.06,222.22,400.00,800.00,438.54,839.69,1432.67,1211.12,2940.42,4029.02,3670.66,

,WSL,Numtrials
Blocksize,,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,
,8,250.00,400.00,635.24,786.48,966.95,850.15,914.29,942.15,949.19,963.25,961.64,
,16,277.06,64.48,727.27,1132.74,1497.08,1524.94,1677.31,1753.80,1794.13,1796.29,1826.79,
,32,307.69,598.13,1003.92,1600.00,2306.31,2343.25,2854.36,3123.14,3248.86,3324.68,3335.50,
,64,313.73,516.13,1049.18,1992.22,3047.62,3308.56,4231.41,4594.50,4964.85,5224.49,5224.91,
,128,303.32,609.52,1019.92,1910.45,2775.07,3447.81,4031.50,4602.25,5019.61,5203.75,5227.82,
